,Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
375,376,30,RL,,10020,IR1,Low,Inside,Sev,Norm,Norm,1Fam,1Story,1,1,1922,1950,Gable,CompShg,Wd Sdng,None,0.0,2,2,BrkTil,2,1,Gd,BLQ,350,Unf,0,333,683,GasA,4,FuseA,904,0,0,904,1,0,0,1,1,1,2,4,Maj1,0,0,NA,0.0,NA,0,0,0,0,Y,0,0,0,0,0,0,0,3,2009,WD,Normal,61000
376,377,85,RL,57.0,8846,IR1,Lvl,CulDSac,Gtl,Norm,Norm,1Fam,SFoyer,5,5,1996,1996,Gable,CompShg,VinylSd,None,0.0,4,3,PConc,4,3,Av,GLQ,298,Unf,0,572,870,GasA,5,SBrkr,914,0,0,914,0,0,1,0,2,1,3,5,Typ,0,0,Detchd,1998.0,Unf,2,576,3,3,Y,0,0,0,0,0,0,0,7,2006,WD,Normal,148000
377,378,60,FV,102.0,11143,IR1,Lvl,Corner,Gtl,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,CemntBd,None,0.0,4,3,PConc,4,3,No,Unf,0,Unf,0,1580,1580,GasA,5,SBrkr,1580,886,0,2466,0,0,3,0,4,1,4,8,Typ,1,4,Attchd,2004.0,RFn,2,610,3,3,Y,159,214,0,0,0,0,0,12,2007,WD,Normal,340000
378,379,20,RL,88.0,11394,Reg,Lvl,Corner,Gtl,Norm,Norm,1Fam,1Story,9,2,2010,2010,Hip,CompShg,VinylSd,Stone,350.0,4,3,PConc,5,3,Av,GLQ,1445,Unf,0,411,1856,GasA,5,SBrkr,1856,0,0,1856,1,0,1,1,1,1,5,8,Typ,1,5,Attchd,2010.0,Fin,3,834,3,3,Y,113,0,0,0,0,0,0,6,2010,New,Partial,394432
379,380,60,RL,60.0,8123,IR1,Lvl,Inside,Gtl,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,BrkFace,16.0,3,3,PConc,4,3,No,Unf,0,Unf,0,982,982,GasA,5,SBrkr,1007,793,0,1800,0,0,2,1,3,1,3,7,Typ,1,3,Attchd,2000.0,Fin,2,463,3,3,Y,100,63,0,0,0,0,0,6,2009,WD,Normal,179000
380,381,50,RL,50.0,5000,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,5,6,1924,1950,Gable,CompShg,BrkFace,None,0.0,3,3,BrkTil,3,3,No,LwQ,218,Unf,0,808,1026,GasA,3,SBrkr,1026,665,0,1691,0,0,2,0,3,1,4,6,Typ,1,4,Detchd,1924.0,Unf,1,308,3,3,Y,0,0,242,0,0,0,0,5,2010,WD,Normal,127000
381,382,20,FV,60.0,7200,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,None,0.0,4,3,PConc,4,4,No,Unf,0,Unf,0,1293,1293,GasA,5,SBrkr,1301,0,0,1301,1,0,2,0,2,1,4,5,Typ,1,4,Attchd,2006.0,RFn,2,572,3,3,Y,216,121,0,0,0,0,0,8,2006,New,Partial,187750
382,383,60,RL,79.0,9245,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,None,0.0,4,3,PConc,4,3,Av,Unf,0,Unf,0,939,939,GasA,5,SBrkr,939,858,0,1797,0,0,2,1,3,1,4,8,Typ,0,0,Attchd,2006.0,RFn,2,639,3,3,Y,144,53,0,0,0,0,0,4,2007,WD,Normal,213500
383,384,45,RH,60.0,9000,Reg,Lvl,Corner,Gtl,Norm,Norm,1Fam,1.5Unf,6,3,1928,1950,Gable,CompShg,Wd Sdng,None,0.0,3,3,BrkTil,2,2,No,Unf,0,Unf,0,784,784,GasA,3,FuseA,784,0,0,784,0,0,1,0,2,1,3,5,Typ,0,0,Detchd,1950.0,Unf,2,360,2,2,N,0,0,91,0,0,0,0,10,2009,WD,Normal,76000
384,385,60,RL,,53107,IR2,Low,Corner,Mod,Feedr,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,HdBoard,None,0.0,4,3,PConc,4,3,Av,GLQ,985,Unf,0,595,1580,GasA,5,SBrkr,1079,874,0,1953,1,0,2,1,3,1,4,9,Typ,2,2,Attchd,1992.0,Fin,2,501,3,3,Y,216,231,0,0,0,0,0,6,2007,WD,Normal,240000
385,386,120,RL,43.0,3182,Reg,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Gable,CompShg,VinylSd,BrkFace,16.0,4,3,PConc,4,3,No,GLQ,24,Unf,0,1232,1256,GasA,5,SBrkr,1269,0,0,1269,0,0,2,0,2,1,4,6,Typ,1,3,Attchd,2004.0,Fin,2,430,3,3,Y,146,20,0,0,144,0,0,4,2010,WD,Normal,192000
386,387,50,RL,58.0,8410,Reg,Lvl,FR2,Gtl,Feedr,Norm,1Fam,1.5Fin,5,3,1910,1996,Gambrel,CompShg,Wd Sdng,None,0.0,3,2,PConc,3,3,No,Unf,0,Unf,0,658,658,GasA,3,SBrkr,658,526,0,1184,0,0,1,0,5,1,3,8,Typ,0,0,NA,0.0,NA,0,0,0,0,N,0,151,0,0,0,0,0,5,2006,WD,AdjLand,81000
387,388,80,RL,72.0,7200,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,SLvl,6,6,1976,1976,Hip,CompShg,MetalSd,BrkFace,255.0,3,3,CBlock,3,3,Av,ALQ,631,Unf,0,410,1041,GasA,5,SBrkr,1125,0,0,1125,1,0,1,0,3,1,3,6,Typ,1,2,Detchd,1977.0,Unf,1,352,3,3,Y,296,0,0,0,0,0,0,10,2009,WD,Abnorml,125000
388,389,20,RL,93.0,9382,IR1,Lvl,CulDSac,Gtl,Norm,Norm,1Fam,1Story,7,5,1999,2000,Gable,CompShg,VinylSd,BrkFace,125.0,4,3,PConc,4,3,No,Unf,0,Unf,0,1468,1468,GasA,5,SBrkr,1479,0,0,1479,0,0,2,0,3,1,4,6,Typ,0,0,Attchd,1999.0,RFn,2,577,3,3,Y,120,25,0,0,0,0,0,7,2008,WD,Normal,191000
389,390,60,RL,96.0,12474,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,10,5,2007,2008,Gable,CompShg,VinylSd,Stone,272.0,5,3,PConc,5,3,Av,GLQ,1280,Unf,0,402,1682,GasA,5,SBrkr,1742,590,0,2332,1,0,2,1,3,1,5,9,Typ,1,5,BuiltIn,2008.0,Fin,3,846,3,3,Y,196,134,0,0,0,0,0,8,2008,New,Partial,426000
390,391,50,RL,50.0,8405,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,5,8,1900,1950,Gable,CompShg,MetalSd,None,0.0,3,3,BrkTil,3,4,No,Rec,241,BLQ,391,229,861,GasA,5,SBrkr,961,406,0,1367,1,0,1,0,4,1,3,7,Typ,0,0,Detchd,1978.0,Unf,1,384,3,3,Y,0,130,112,0,0,0,0,4,2008,WD,Normal,119000
391,392,60,RL,71.0,12209,IR1,Lvl,CulDSac,Gtl,Norm,Norm,1Fam,2Story,6,5,2001,2002,Gable,CompShg,VinylSd,None,0.0,3,3,PConc,5,3,No,ALQ,690,Unf,0,114,804,GasA,5,SBrkr,804,1157,0,1961,1,0,2,1,3,1,4,7,Typ,1,3,BuiltIn,2001.0,Fin,2,560,3,3,Y,125,192,0,0,0,0,0,6,2009,WD,Normal,215000
392,393,20,RL,,8339,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,5,7,1959,1959,Gable,CompShg,MetalSd,None,0.0,3,3,Slab,0,0,NA,NA,0,NA,0,0,0,GasA,3,SBrkr,882,0,0,882,0,0,1,0,3,1,3,5,Typ,0,0,Attchd,1959.0,RFn,1,294,3,3,Y,0,0,0,0,0,0,1200,7,2007,WD,Normal,106500
393,394,30,RL,,7446,Reg,Lvl,Corner,Gtl,Feedr,Norm,1Fam,1Story,4,5,1941,1950,Gable,CompShg,WdShing,None,0.0,3,3,CBlock,3,3,No,Rec,266,Unf,0,522,788,GasA,3,FuseA,788,0,0,788,0,0,1,0,2,1,3,4,Typ,2,3,NA,0.0,NA,0,0,0,0,Y,0,0,0,0,0,0,0,4,2006,WD,Abnorml,100000
394,395,50,RL,60.0,10134,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,MetalSd,None,0.0,3,3,CBlock,3,3,No,Unf,0,Unf,0,735,735,GasA,4,FuseA,735,299,0,1034,0,0,1,0,2,1,3,5,Typ,0,0,Detchd,1940.0,Unf,1,240,3,3,Y,0,39,0,0,0,0,0,7,2007,WD,Normal,109000
395,396,20,RL,68.0,9571,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,5,6,1956,1956,Gable,CompShg,Wd Sdng,None,0.0,3,3,CBlock,3,3,Av,BLQ,739,Unf,0,405,1144,GasA,3,SBrkr,1144,0,0,1144,1,0,1,0,3,1,3,6,Typ,0,0,Attchd,1956.0,Unf,1,596,3,3,Y,44,0,0,0,0,0,0,6,2010,WD,Normal,129000
396,397,20,RL,60.0,7200,Reg,Low,Inside,Gtl,Norm,Norm,1Fam,1Story,5,5,1972,1972,Hip,CompShg,MetalSd,None,0.0,3,3,CBlock,3,3,Av,Rec,777,Unf,0,117,894,GasA,3,SBrkr,894,0,0,894,0,0,1,0,2,1,3,6,Typ,0,0,Detchd,1985.0,RFn,2,600,3,3,Y,215,0,0,0,0,0,0,9,2009,WD,Normal,123000
397,398,60,RL,69.0,7590,Reg,Lvl,Inside,Gtl,PosN,Norm,1Fam,2Story,5,5,1962,1962,Gable,CompShg,VinylSd,BrkFace,288.0,3,3,CBlock,3,3,No,ALQ,540,Unf,0,324,864,GasA,3,SBrkr,876,936,0,1812,0,0,2,0,4,1,3,8,Typ,1,3,Attchd,1962.0,RFn,1,264,3,3,Y,0,168,0,0,0,0,0,7,2007,WD,Normal,169500
398,399,30,RM,60.0,8967,Reg,Lvl,Corner,Gtl,Norm,Norm,1Fam,1Story,5,2,1920,1950,Gable,CompShg,MetalSd,None,0.0,3,2,BrkTil,2,1,No,Unf,0,Unf,0,961,961,GasA,4,Mix,1077,0,0,1077,0,0,1,0,2,1,3,6,Maj2,0,0,Detchd,1920.0,Unf,1,338,1,1,N,0,0,0,0,0,0,0,11,2007,WD,Abnorml,67000
399,400,60,FV,65.0,8125,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,2006,2007,Gable,CompShg,CemntBd,Stone,100.0,4,3,PConc,4,3,No,GLQ,812,Unf,0,280,1092,GasA,5,SBrkr,1112,438,0,1550,1,0,2,0,2,1,4,7,Typ,0,0,Attchd,2007.0,Fin,2,438,3,3,Y,0,168,0,0,0,0,0,10,2009,WD,Normal,241000
400,401,120,RL,38.0,14963,IR2,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,1Story,8,5,1996,1996,Gable,CompShg,BrkFace,None,0.0,4,3,PConc,4,3,No,GLQ,786,Unf,0,474,1260,GasA,5,SBrkr,1288,0,0,1288,1,0,1,1,1,1,5,4,Typ,2,4,Attchd,1996.0,Fin,2,500,3,3,Y,120,30,0,0,224,0,0,12,2008,WD,Normal,245500
401,402,20,RL,65.0,8767,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,None,0.0,4,3,PConc,4,3,Av,GLQ,24,Unf,0,1286,1310,GasA,5,SBrkr,1310,0,0,1310,0,0,2,0,3,1,4,6,Typ,1,4,Attchd,2005.0,Fin,2,400,3,3,Y,0,0,0,0,0,0,0,7,2006,New,Partial,164990
402,403,30,RL,60.0,10200,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,5,8,1940,1997,Gable,CompShg,Wd Sdng,None,0.0,3,3,PConc,3,3,No,Unf,0,Unf,0,672,672,GasA,5,SBrkr,672,0,0,672,0,0,1,0,2,1,3,4,Typ,0,0,Detchd,1940.0,Unf,1,240,3,3,N,168,0,0,0,0,0,0,8,2008,WD,Normal,108000
403,404,60,RL,93.0,12090,Reg,Lvl,Corner,Gtl,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,CompShg,VinylSd,BrkFace,650.0,4,3,PConc,4,3,No,Unf,0,Unf,0,1141,1141,GasA,4,SBrkr,1165,1098,0,2263,0,0,2,1,4,1,4,10,Typ,1,3,BuiltIn,1998.0,Fin,2,420,3,3,Y,144,123,0,0,0,0,0,7,2006,WD,Abnorml,258000
404,405,60,RL,,10364,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,MetalSd,None,0.0,3,3,PConc,4,3,No,Unf,0,Unf,0,806,806,GasA,4,SBrkr,806,766,0,1572,0,0,2,1,3,1,3,7,Typ,1,3,BuiltIn,1995.0,Fin,2,373,3,3,Y,0,40,0,0,0,0,0,5,2007,WD,Normal,168000
405,406,20,RL,,9991,IR1,Lvl,Corner,Gtl,Feedr,Norm,1Fam,1Story,4,4,1976,1993,Gable,CompShg,Plywood,None,0.0,3,3,CBlock,3,3,No,BLQ,1116,Unf,0,165,1281,GasA,5,SBrkr,1620,0,0,1620,1,0,2,0,3,1,3,8,Min1,1,3,Attchd,1993.0,Unf,2,490,3,3,Y,120,78,0,0,0,0,0,6,2009,WD,Normal,150000
406,407,50,RL,51.0,10480,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,6,5,1936,1950,Gable,CompShg,MetalSd,None,0.0,3,3,BrkTil,3,3,No,Unf,0,Unf,0,1064,1064,GasA,5,FuseA,1166,0,473,1639,0,0,1,0,3,1,3,6,Maj2,0,0,Detchd,1936.0,Unf,1,240,3,3,Y,0,0,0,0,0,0,0,3,2008,WD,Normal,115000
407,408,70,RL,63.0,15576,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,6,7,1915,1976,Gable,CompShg,Wd Sdng,None,0.0,3,3,BrkTil,4,3,No,Unf,0,Unf,0,840,840,GasA,5,SBrkr,840,840,0,1680,0,0,2,0,4,1,3,8,Typ,0,0,Attchd,1960.0,Unf,1,308,3,3,Y,0,0,160,0,0,0,0,3,2008,WD,Normal,177000
408,409,60,RL,109.0,14154,Reg,Lvl,Corner,Gtl,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,BrkFace,350.0,4,3,PConc,5,4,No,Unf,0,Unf,0,1063,1063,GasA,5,SBrkr,1071,1101,0,2172,0,0,2,1,3,1,4,9,Typ,1,4,Attchd,2006.0,RFn,3,947,3,3,Y,192,62,0,0,0,0,0,8,2007,New,Partial,280000
409,410,60,FV,85.0,10800,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,2007,2008,Gable,CompShg,VinylSd,Stone,100.0,4,3,PConc,5,3,No,GLQ,789,Unf,0,245,1034,GasA,5,SBrkr,1050,1028,0,2078,1,0,2,1,3,1,5,8,Typ,1,4,Attchd,2008.0,Fin,3,836,3,3,Y,0,102,0,0,0,0,0,4,2008,New,Partial,339750
410,411,20,RL,68.0,9571,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,5,3,1958,1958,Gable,CompShg,BrkComm,None,0.0,3,2,CBlock,3,2,No,Unf,0,Unf,0,1276,1276,GasA,3,FuseA,1276,0,0,1276,0,0,1,0,3,1,3,5,Mod,0,0,Attchd,1958.0,Unf,1,350,3,3,Y,0,0,0,0,0,0,0,6,2009,COD,Abnorml,60000
411,412,190,RL,100.0,34650,Reg,Bnk,Inside,Gtl,Norm,Norm,2fmCon,1Story,5,5,1955,1955,Hip,CompShg,Wd Sdng,None,0.0,3,3,CBlock,3,3,Mn,Rec,1056,Unf,0,0,1056,GasA,3,SBrkr,1056,0,0,1056,1,0,1,0,3,1,3,5,Typ,0,0,Attchd,1955.0,Fin,2,572,3,3,Y,264,0,0,0,0,0,0,1,2006,WD,Normal,145000
412,413,20,FV,,4403,IR2,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,MetalSd,Stone,432.0,5,3,PConc,5,3,Av,GLQ,578,Unf,0,892,1470,GasA,5,SBrkr,1478,0,0,1478,1,0,2,1,2,1,4,7,Typ,1,4,Attchd,2009.0,Fin,2,484,3,3,Y,0,144,0,0,0,0,0,6,2010,New,Partial,222000
413,414,30,RM,56.0,8960,Reg,Lvl,Inside,Gtl,Artery,Norm,1Fam,1Story,5,6,1927,1950,Gable,CompShg,WdShing,None,0.0,3,3,CBlock,3,3,No,Unf,0,Unf,0,1008,1008,GasA,4,FuseA,1028,0,0,1028,0,0,1,0,2,1,3,5,Typ,1,4,Detchd,1927.0,Unf,2,360,3,3,Y,0,0,130,0,0,0,0,3,2010,WD,Normal,115000
414,415,60,RL,59.0,11228,IR2,Lvl,CulDSac,Gtl,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,VinylSd,None,0.0,4,3,PConc,4,3,No,BLQ,50,GLQ,531,499,1080,GasA,5,SBrkr,1080,1017,0,2097,0,1,2,1,3,1,4,9,Typ,1,3,Attchd,1993.0,Unf,3,678,3,3,Y,196,187,0,0,0,0,0,12,2008,WD,Normal,228000
415,416,20,RL,73.0,8899,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,None,0.0,4,3,PConc,4,3,Av,GLQ,24,Unf,0,1316,1340,GasA,5,SBrkr,1340,0,0,1340,0,0,2,0,3,1,4,6,Typ,0,0,Attchd,2007.0,Fin,2,396,3,3,Y,100,30,0,0,0,0,0,8,2007,New,Partial,181134
416,417,60,RL,74.0,7844,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,6,7,1978,1978,Hip,CompShg,HdBoard,BrkFace,203.0,3,3,CBlock,3,3,No,ALQ,209,Unf,0,463,672,GasA,3,SBrkr,672,728,0,1400,0,0,1,1,3,1,3,6,Typ,1,3,Attchd,1978.0,Fin,2,440,3,3,Y,0,0,0,0,0,0,0,3,2006,WD,Normal,149500
417,418,70,RL,86.0,22420,IR1,Lvl,Inside,Gtl,Feedr,Norm,1Fam,2Story,6,6,1918,1950,Hip,CompShg,Wd Sdng,None,0.0,3,3,BrkTil,4,3,No,BLQ,1128,Unf,0,242,1370,GasW,3,FuseA,1370,1254,0,2624,1,0,2,1,4,1,3,10,Typ,1,4,Detchd,1918.0,Unf,3,864,3,3,N,0,0,0,0,0,0,0,11,2007,WD,Normal,239000
418,419,50,RL,60.0,8160,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,MetalSd,None,0.0,3,3,BrkTil,3,3,No,ALQ,312,Unf,0,444,756,GasA,2,FuseF,756,378,0,1134,1,0,1,1,3,1,3,7,Typ,0,0,Detchd,1940.0,Unf,1,240,3,3,P,0,0,0,0,0,0,0,4,2007,WD,AdjLand,126000
419,420,20,RL,65.0,8450,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,VinylSd,None,0.0,3,3,CBlock,3,3,No,BLQ,775,Unf,0,281,1056,GasA,5,SBrkr,1056,0,0,1056,1,0,1,0,3,1,3,6,Typ,1,2,Attchd,1968.0,Unf,1,304,3,3,Y,0,85,184,0,0,0,0,7,2010,WD,Normal,142000
420,421,90,RM,78.0,7060,Reg,Lvl,Inside,Gtl,Norm,Norm,Duplex,SFoyer,7,5,1997,1998,Gable,CompShg,VinylSd,BrkFace,200.0,3,4,PConc,4,4,Gd,GLQ,1309,Unf,0,35,1344,GasA,5,SBrkr,1344,0,0,1344,2,0,2,0,2,2,3,8,Typ,0,0,Attchd,1997.0,Fin,4,784,3,3,Y,0,0,0,0,0,0,0,11,2008,WD,Alloca,206300
421,422,20,RL,,16635,IR1,Lvl,FR2,Gtl,Norm,Norm,1Fam,1Story,6,7,1977,2000,Gable,CompShg,CemntBd,Stone,126.0,4,3,CBlock,4,3,No,ALQ,1246,Unf,0,356,1602,GasA,4,SBrkr,1602,0,0,1602,0,1,2,0,3,1,4,8,Typ,1,3,Attchd,1977.0,Fin,2,529,3,3,Y,240,0,0,0,0,0,0,6,2009,WD,Normal,215000
422,423,20,RL,100.0,21750,Reg,HLS,Inside,Mod,Artery,Norm,1Fam,1Story,5,5,1954,1954,Hip,CompShg,HdBoard,None,0.0,3,3,CBlock,3,3,No,Unf,0,Unf,0,988,988,GasA,5,FuseA,988,0,0,988,0,0,1,0,2,1,3,4,Typ,0,0,Attchd,1954.0,RFn,2,520,3,3,N,0,0,0,0,0,0,0,2,2008,WD,Normal,113000
423,424,60,RL,80.0,9200,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,BrkFace,473.0,4,3,PConc,4,3,No,GLQ,986,Unf,0,484,1470,GasA,4,SBrkr,1470,1160,0,2630,1,0,2,1,4,1,4,8,Typ,1,3,Attchd,1998.0,Fin,3,696,3,3,Y,0,66,0,0,0,0,0,6,2008,WD,Normal,315000
424,425,20,RL,72.0,9000,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,6,5,1956,1956,Gable,CompShg,Wd Sdng,BrkFace,74.0,3,3,CBlock,4,3,No,LwQ,616,Unf,0,580,1196,GasA,4,FuseA,1196,0,0,1196,1,0,1,0,2,1,3,6,Typ,1,4,Attchd,1956.0,RFn,1,297,3,3,Y,0,44,0,0,0,0,0,5,2008,WD,Normal,139000
425,426,60,RM,60.0,3378,Reg,HLS,Inside,Gtl,Norm,Norm,1Fam,2Story,7,8,1946,1992,Gable,CompShg,HdBoard,None,0.0,3,4,CBlock,3,3,No,Unf,0,Unf,0,651,651,GasA,4,SBrkr,707,682,0,1389,0,0,1,1,3,1,3,6,Typ,2,4,Detchd,1947.0,Unf,1,240,3,3,P,0,0,126,0,0,0,0,9,2009,WD,Normal,135000
426,427,80,RL,,12800,Reg,Low,Inside,Mod,Norm,Norm,1Fam,SLvl,7,5,1989,1989,Gable,CompShg,Wd Sdng,BrkFace,145.0,4,3,PConc,4,3,Gd,GLQ,1518,Unf,0,0,1518,GasA,4,SBrkr,1644,0,0,1644,1,1,2,0,2,1,4,5,Typ,1,3,Attchd,1989.0,Fin,2,569,3,3,Y,80,0,0,0,396,0,0,8,2009,WD,Normal,275000
427,428,20,RL,77.0,8593,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,4,6,1957,1957,Hip,CompShg,MetalSd,None,0.0,3,3,CBlock,3,3,No,Rec,288,Unf,0,619,907,GasA,5,SBrkr,907,0,0,907,0,0,1,0,3,1,3,5,Typ,0,0,Detchd,1964.0,Unf,1,352,3,3,Y,0,0,0,0,0,0,0,7,2008,WD,Normal,109008
428,429,20,RL,64.0,6762,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,BrkFace,108.0,4,3,PConc,4,3,No,GLQ,664,Unf,0,544,1208,GasA,5,SBrkr,1208,0,0,1208,1,0,2,0,2,1,4,6,Typ,0,0,Attchd,2007.0,RFn,2,628,3,3,Y,105,54,0,0,0,0,0,9,2007,New,Partial,195400
429,430,20,RL,130.0,11457,IR1,Lvl,Corner,Gtl,Norm,Norm,1Fam,1Story,6,5,1988,1988,Gable,CompShg,HdBoard,None,0.0,3,3,CBlock,4,3,Mn,GLQ,1005,Unf,0,387,1392,GasA,3,SBrkr,1412,0,0,1412,1,0,2,0,3,1,4,6,Typ,1,3,Attchd,1988.0,Unf,2,576,3,3,Y,0,0,169,0,0,0,0,3,2009,WD,Normal,175000
430,431,160,RM,21.0,1680,Reg,Lvl,Inside,Gtl,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,BrkFace,232.0,3,3,CBlock,3,3,No,ALQ,387,Unf,0,96,483,GasA,3,SBrkr,483,504,0,987,0,0,1,1,2,1,3,4,Typ,0,0,Detchd,1971.0,Unf,1,264,3,3,Y,0,0,0,0,0,0,0,7,2008,COD,Abnorml,85400
431,432,50,RM,60.0,5586,IR1,Bnk,Inside,Gtl,Feedr,Norm,1Fam,1.5Fin,6,7,1920,1998,Gable,CompShg,MetalSd,None,0.0,3,3,BrkTil,3,3,No,Unf,0,Unf,0,901,901,GasA,4,SBrkr,1088,110,0,1198,0,0,1,0,4,1,3,7,Typ,0,0,NA,0.0,NA,0,0,0,0,N,0,98,0,0,0,0,0,9,2008,ConLD,Abnorml,79900
432,433,160,RM,24.0,1920,Reg,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,BrkFace,376.0,3,3,CBlock,3,3,No,ALQ,471,Unf,0,294,765,GasA,5,SBrkr,765,600,0,1365,1,0,1,1,2,1,3,6,Min1,0,0,Detchd,1971.0,Unf,2,440,3,3,Y,240,36,0,0,0,0,0,8,2007,WD,Normal,122500
433,434,60,RL,100.0,10839,IR1,Lvl,Corner,Gtl,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,CompShg,VinylSd,None,0.0,3,3,PConc,4,3,No,Unf,0,Unf,0,926,926,GasA,5,SBrkr,926,678,0,1604,0,0,2,1,3,1,3,7,Typ,1,3,Attchd,1997.0,Fin,2,470,3,3,Y,0,36,0,0,0,0,0,7,2008,WD,Normal,181000
434,435,180,RM,21.0,1890,Reg,Lvl,Inside,Gtl,Norm,Norm,Twnhs,SFoyer,4,7,1972,1972,Gable,CompShg,CemntBd,None,0.0,3,4,CBlock,4,3,Av,ALQ,495,Unf,0,135,630,GasA,4,SBrkr,630,0,0,630,1,0,1,0,1,1,3,3,Typ,0,0,NA,0.0,NA,0,0,0,0,Y,88,0,0,0,0,0,0,6,2008,WD,Normal,81000
435,436,60,RL,43.0,10667,IR2,Lvl,CulDSac,Gtl,PosN,Norm,1Fam,2Story,7,6,1996,1996,Gable,CompShg,VinylSd,None,0.0,4,3,PConc,4,3,Av,GLQ,385,ALQ,344,70,799,GasA,5,SBrkr,827,834,0,1661,1,0,2,1,3,1,4,6,Typ,1,3,Attchd,1996.0,RFn,2,550,3,3,Y,158,61,0,0,0,0,0,4,2009,ConLw,Normal,212000
436,437,50,RM,40.0,4400,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,6,8,1920,1950,Gable,CompShg,Stucco,None,0.0,3,3,BrkTil,2,3,No,Unf,0,Unf,0,648,648,GasA,3,FuseA,734,384,0,1118,0,0,1,0,2,1,3,6,Typ,0,0,Detchd,1990.0,Unf,2,440,3,3,Y,0,0,0,0,0,0,0,10,2006,WD,Normal,116000
